# {"t_start": 1574979765.983704} 
r,l,t
215.5782,201,904.264621
179.46992,201,904.264656
175.5501,201,904.264684
179.26549,201,904.264711
223.04323,201,904.264741
216.17543,201,904.264768
210.4831,201,904.264793
178.0033,201,904.264818
210.57315,201,904.264843
210.71648,201,904.264868
207.58934,201,904.264894
210.44682,201,904.74856
208.16681,201,904.748649
234.19066,201,904.748688
177.74358,201,904.748718
240.20177,201,904.748746
175.24788,201,904.748773
224.50313,201,904.7488
173.98021,201,904.748827
217.04378,201,904.748852
216.70372,201,904.748878
212.67493,201,904.748904
208.85687,201,904.74893
232.41235,201,905.232074
177.16644,201,905.232164
214.51227,201,905.232204
217.09123,201,905.232234
230.81985,201,905.232262
216.2896,201,905.232289
203.709,201,905.232316
231.58936,201,905.232342
215.11145,201,905.232368
216.83157,201,905.232394
210.06737,201,905.232419
174.60162,201,905.232444
211.29738,201,905.74318
214.34674,201,905.743269
174.08371,201,905.743308
183.41638,201,905.743338
223.89246,201,905.743365
201.11613,201,905.743392
180.39163,201,905.743417
230.00284,201,905.743443
174.9196,201,905.743469
227.24644,201,905.743494
177.7446,201,905.743519
179.30801,201,905.743544
221.99222,201,906.238683
231.29097,201,906.238773
226.61157,201,906.238812
223.59706,201,906.238842
219.95488,201,906.238869
203.05194,201,906.238896
176.35608,201,906.238922
200.27615,201,906.238947
209.35657,201,906.238973
212.5721,201,906.238998
175.33434,201,906.239023
215.08986,201,906.239049
230.58328,201,906.730678
227.06976,201,906.730769
226.49329,201,906.730808
231.71387,201,906.730838
210.75465,201,906.730867
212.96555,201,906.730894
176.87947,201,906.73092
207.29883,201,906.730946
218.2105,201,906.730972
214.13956,201,906.730997
208.24844,201,906.731023
239.65257,201,906.731048
213.99538,201,907.223716
226.55385,201,907.223808
224.89758,201,907.223844
181.39307,201,907.223872
213.33907,201,907.223899
174.40816,201,907.223925
175.12975,201,907.22395
210.17065,201,907.223975
222.20732,201,907.224001
212.54817,201,907.224026
238.02599,201,907.22405
230.50998,201,907.224075
228.62498,201,907.720808
233.49265,201,907.720938
176.32721,201,907.720978
233.10443,201,907.721011
243.70302,201,907.72104
211.17505,201,907.721069
237.87753,201,907.721097
175.76561,201,907.721125
218.04974,201,907.721153
175.89453,201,907.721181
229.5135,201,907.721208
216.42479,201,907.721235
213.53601,201,908.212379
175.98007,201,908.212469
220.93715,201,908.212503
174.10522,201,908.212531
213.02922,201,908.212558
211.1867,201,908.212584
222.92477,201,908.212609
209.90955,201,908.212634
231.39629,201,908.212659
174.4422,201,908.212685
221.21341,201,908.21271
219.80273,201,908.212735
222.00243,201,908.708984
175.46489,201,908.709074
208.40305,201,908.709113
222.84676,201,908.709143
215.23734,201,908.709172
222.09416,201,908.709199
239.336,201,908.709226
178.23,201,908.709252
177.08289,201,908.709278
229.0564,201,908.709304
230.19867,201,908.70933
174.2535,201,908.709356
211.34843,201,909.207526
203.39156,201,909.207616
217.47827,201,909.207651
208.95897,201,909.207679
213.74324,201,909.207705
210.088,201,909.20773
220.30508,201,909.207756
210.53094,201,909.207782
213.8765,201,909.207808
235.68286,201,909.207833
220.5847,201,909.207859
212.8327,201,909.207883
176.45935,201,909.696267
180.40955,201,909.696356
222.00082,201,909.696391
220.34912,201,909.69642
213.16711,201,909.696447
212.4427,201,909.696473
176.87845,201,909.696499
180.95734,201,909.696524
210.80585,201,909.696549
176.30124,201,909.696574
213.30026,201,909.696599
214.8122,201,909.696624
221.77849,201,910.18887
220.94997,201,910.188959
237.17615,201,910.188998
174.3672,201,910.189027
216.88138,201,910.189055
174.20613,201,910.189081
175.92104,201,910.189108
211.26353,201,910.189134
212.25139,201,910.18916
177.91516,201,910.189186
231.65564,201,910.189211
228.51146,201,910.189237
214.46414,201,910.679924
225.72896,201,910.680014
201.85242,201,910.680053
175.06342,201,910.680082
229.64229,201,910.68011
176.41345,201,910.680137
223.40187,201,910.680163
216.57932,201,910.680189
203.2888,201,910.680214
218.8503,201,910.680244
220.18448,201,910.680271
176.20033,201,910.680297
200.90805,201,911.175366
175.37617,201,911.175455
232.69406,201,911.175494
216.78917,201,911.175524
228.60442,201,911.175552
223.193,201,911.17558
218.71037,201,911.175607
232.37096,201,911.175633
223.58542,201,911.175659
214.9422,201,911.175685
234.69235,201,911.17571
236.61755,201,911.175735
180.68948,201,911.665362
211.00008,201,911.66545
211.0037,201,911.66549
225.26862,201,911.665521
174.94409,201,911.665549
174.85727,201,911.665576
178.37086,201,911.665602
176.14268,201,911.665629
203.64735,201,911.665655
224.12323,201,911.665681
222.62349,201,911.665707
220.86507,201,911.665733
228.60045,201,912.157771
215.16371,201,912.15786
210.83667,201,912.157898
229.23306,201,912.157927
201.65894,201,912.157955
232.17715,201,912.157982
235.40598,201,912.158009
221.91013,201,912.158035
223.75806,201,912.158061
237.12128,201,912.158086
241.29166,201,912.158111
177.77188,201,912.158137
181.76952,201,912.647142
175.07506,201,912.647232
177.36273,201,912.647267
221.46358,201,912.647295
177.20404,201,912.647321
213.10748,201,912.647346
217.17151,201,912.647371
217.0583,201,912.647397
221.86136,201,912.647421
173.76434,201,912.647446
222.48979,201,912.647471
210.18745,201,912.647495
211.01244,201,913.138648
222.44199,201,913.138737
176.19058,201,913.138775
173.70471,201,913.138804
205.5131,201,913.138832
223.52127,201,913.138858
228.66885,201,913.138884
226.2394,201,913.138909
214.13892,201,913.138935
229.39993,201,913.138961
212.49124,201,913.138986
199.737,201,913.139011
210.52606,201,913.62968
173.27567,201,913.62977
174.37004,201,913.629808
230.29637,201,913.629838
222.44185,201,913.629865
230.25931,201,913.629891
218.35786,201,913.629917
214.80875,201,913.629943
237.49538,201,913.629969
218.16656,201,913.629995
222.7971,201,913.63002
222.36087,201,913.630045
214.08536,201,914.125114
182.35873,201,914.125205
174.94983,201,914.125243
221.30849,201,914.125273
212.3945,201,914.125302
215.64381,201,914.125329
213.02719,201,914.125356
213.95525,201,914.125383
174.7489,201,914.125409
222.89784,201,914.125435
212.21024,201,914.125461
176.56049,201,914.125487
227.20934,201,914.618091
201.76126,201,914.618184
226.51117,201,914.618228
222.46172,201,914.618259
215.47266,201,914.618287
175.83475,201,914.618314
173.86064,201,914.618341
231.61203,201,914.618367
209.02956,201,914.618393
215.88228,201,914.618419
209.13953,201,914.618445
217.15431,201,914.618471
177.64682,201,915.116179
200.15349,201,915.116269
216.33234,201,915.116309
213.84508,201,915.116339
221.17621,201,915.116367
241.78894,201,915.116394
218.01732,201,915.116421
231.30759,201,915.116446
215.22557,201,915.116473
177.60123,201,915.116498
173.61455,201,915.116523
226.02415,201,915.116549
209.79901,201,915.63287
210.87888,201,915.632959
178.65012,201,915.632998
220.16098,201,915.633029
175.85547,201,915.633057
175.7136,201,915.633084
223.00356,201,915.63311
215.01361,201,915.633136
205.3552,201,915.633162
215.73601,201,915.633187
211.66269,201,915.633212
218.29546,201,915.633237
233.60931,201,916.146703
228.06992,201,916.146792
216.0894,201,916.146831
223.7493,201,916.146862
225.18166,201,916.146889
223.37334,201,916.146916
219.61142,201,916.146943
199.80113,201,916.146969
209.928,201,916.146996
223.51869,201,916.147022
223.18742,201,916.147048
217.77382,201,916.147074
212.5374,201,916.640554
231.30063,201,916.640645
173.6278,201,916.640684
233.58322,201,916.640714
207.80324,201,916.640742
243.5125,201,916.640769
178.19215,201,916.640794
177.07259,201,916.640821
208.26154,201,916.640846
228.27992,201,916.640872
179.44904,201,916.640898
176.88638,201,916.640923
207.01964,201,917.133622
180.47173,201,917.133709
220.20422,201,917.133745
175.94418,201,917.133774
214.01575,201,917.133801
222.98917,201,917.133828
206.9722,201,917.133853
222.3579,201,917.133878
214.63002,201,917.133904
223.01846,201,917.133929
200.92911,201,917.133954
211.27365,201,917.13398
175.12302,201,917.622292
202.50336,201,917.622381
223.91595,201,917.62242
180.66696,201,917.62245
177.33803,201,917.622478
209.50037,201,917.622505
221.19945,201,917.622532
227.9227,201,917.622558
173.67017,201,917.622585
207.88791,201,917.622611
229.85803,201,917.622637
225.13928,201,917.622662
176.99994,201,918.123761
223.72188,201,918.123852
240.76807,201,918.123886
208.70432,201,918.123915
217.50725,201,918.123942
215.943,201,918.123968
175.88527,201,918.123993
219.62587,201,918.124018
182.78183,201,918.124043
222.11818,201,918.124068
215.40253,201,918.124093
231.77885,201,918.124118
180.79832,201,918.617332
229.83107,201,918.617423
231.37062,201,918.617463
223.13371,201,918.617493
207.70276,201,918.617521
221.12448,201,918.617547
175.10875,201,918.617573
227.3373,201,918.617599
243.3478,201,918.617624
225.97935,201,918.61765
215.26253,201,918.617675
216.79907,201,918.6177
213.70499,201,919.118359
178.43254,201,919.118456
229.61853,201,919.118498
227.5627,201,919.118529
221.95827,201,919.118557
173.93483,201,919.118584
177.67407,201,919.118611
209.46179,201,919.118636
174.74721,201,919.118662
209.24927,201,919.118692
180.65585,201,919.118725
223.99261,201,919.118751
222.48254,201,919.603523
225.79071,201,919.603611
222.33665,201,919.603646
175.52687,201,919.603674
177.23643,201,919.603701
183.1036,201,919.603726
173.89645,201,919.603752
176.86285,201,919.603777
176.28307,201,919.603802
179.23111,201,919.603827
174.42557,201,919.603853
177.92351,201,919.603878
237.25696,201,920.106758
202.35867,201,920.106846
208.77205,201,920.106881
216.97011,201,920.106909
233.72244,201,920.106936
222.78174,201,920.106962
218.17262,201,920.106988
231.43819,201,920.107013
218.54054,201,920.107038
230.45917,201,920.107064
214.73232,201,920.107089
222.49977,201,920.107114
222.59523,201,920.596819
211.04051,201,920.596907
210.8057,201,920.596947
215.288,201,920.596978
232.38835,201,920.597005
208.32866,201,920.597032
228.94519,201,920.597058
216.2486,201,920.597084
225.78043,201,920.597109
210.5516,201,920.597135
208.19528,201,920.59716
207.01317,201,920.597186
223.98396,201,921.085485
181.78235,201,921.085576
177.50833,201,921.085617
226.71371,201,921.085649
175.58638,201,921.08568
211.85446,201,921.085709
219.0079,201,921.085738
228.72083,201,921.085767
228.35065,201,921.085795
173.94481,201,921.085823
182.35907,201,921.085851
211.63135,201,921.085878
216.90273,201,921.574068
237.43098,201,921.574158
222.74442,201,921.574193
237.18384,201,921.57422
178.37009,201,921.574246
177.90157,201,921.574272
211.29689,201,921.574298
225.55061,201,921.574323
177.49817,201,921.574348
221.08215,201,921.574373
209.81618,201,921.574398
223.17867,201,921.574423
223.09952,201,922.06406
214.64586,201,922.064149
222.01797,201,922.064185
237.17598,201,922.064214
238.751,201,922.064241
222.53069,201,922.064267
176.68918,201,922.064292
225.98814,201,922.064317
177.74301,201,922.064343
224.05652,201,922.064368
213.89093,201,922.064393
201.21251,201,922.064419
214.57304,201,922.546433
173.44797,201,922.546521
238.39415,201,922.546557
175.44106,201,922.546586
230.4314,201,922.546613
180.93925,201,922.546639
210.70486,201,922.546665
173.89996,201,922.546691
212.11812,201,922.546717
211.74892,201,922.546742
175.03743,201,922.546768
225.68434,201,922.546794
216.17395,201,923.043494
223.6758,201,923.043581
205.10397,201,923.043619
200.44562,201,923.043649
215.27911,201,923.043677
225.69757,201,923.043704
212.10954,201,923.04373
211.34503,201,923.043756
230.94873,201,923.043781
180.03497,201,923.043806
228.78732,201,923.043831
210.7035,201,923.043856
174.68295,201,923.532837
175.9529,201,923.532925
220.9136,201,923.53296
200.11337,201,923.532988
178.81795,201,923.533015
178.53906,201,923.533041
178.89081,201,923.533066
237.08807,201,923.533092
179.8427,201,923.533117
216.47795,201,923.533142
179.02829,201,923.533167
221.80844,201,923.533193
223.00777,201,924.025029
208.9108,201,924.02512
178.67384,201,924.025163
177.09163,201,924.025194
201.36465,201,924.025222
223.24948,201,924.025248
223.5975,201,924.025274
180.31255,201,924.025299
229.02548,201,924.025324
173.89294,201,924.02535
175.74765,201,924.025375
221.61218,201,924.025399
233.41212,201,924.512978
205.75531,201,924.513067
174.88136,201,924.513106
208.04715,201,924.513137
180.03136,201,924.513164
211.14282,201,924.513192
229.17638,201,924.513218
230.7595,201,924.513244
221.59344,201,924.51327
212.53423,201,924.513295
178.00977,201,924.513321
212.30415,201,924.513347
226.3738,201,925.003218
226.79745,201,925.003307
224.89066,201,925.003346
218.94797,201,925.003376
177.43959,201,925.003404
202.47748,201,925.003431
235.96722,201,925.003457
181.78186,201,925.003484
212.50789,201,925.00351
179.57039,201,925.003536
226.7477,201,925.003561
179.52245,201,925.003587
179.0522,201,925.49177
174.7978,201,925.491861
215.79349,201,925.491901
213.37726,201,925.491931
200.65285,201,925.49196
215.99095,201,925.491986
223.29962,201,925.492012
223.34726,201,925.492038
178.32722,201,925.492064
214.87938,201,925.492089
221.85661,201,925.492114
174.67912,201,925.49214
202.35373,201,925.992823
212.46126,201,925.992911
226.49974,201,925.992949
209.75034,201,925.992979
234.22768,201,925.993007
204.98305,201,925.993033
215.12714,201,925.993058
222.3112,201,925.993084
178.16257,201,925.993109
216.30505,201,925.993134
176.34865,201,925.99316
176.06773,201,925.993185
216.80275,201,926.502765
173.85252,201,926.502856
216.3877,201,926.502894
218.78241,201,926.502923
223.98027,201,926.502951
217.11037,201,926.502977
209.69604,201,926.503003
230.86304,201,926.503029
177.89696,201,926.503055
212.37527,201,926.50308
223.50629,201,926.503106
233.88234,201,926.503131
231.92088,201,926.991054
200.73349,201,926.991143
178.16113,201,926.991178
210.62988,201,926.991206
180.05727,201,926.991232
177.85431,201,926.991258
204.38884,201,926.991283
174.63016,201,926.991308
207.26042,201,926.991333
215.53325,201,926.991358
217.61124,201,926.991382
175.2721,201,926.991407
177.84341,201,927.482624
213.88972,201,927.482715
241.19809,201,927.482753
220.9984,201,927.482783
225.91245,201,927.48281
179.93327,201,927.482836
235.36255,201,927.482862
209.53488,201,927.482888
175.94325,201,927.482913
212.78464,201,927.482939
234.36916,201,927.482964
231.19293,201,927.482989
178.6352,201,927.973772
178.57047,201,927.973862
231.41992,201,927.973901
178.48956,201,927.973931
226.04851,201,927.973959
240.85957,201,927.973986
219.40974,201,927.974012
179.7944,201,927.974038
222.01561,201,927.974064
223.74904,201,927.97409
224.22577,201,927.974115
179.61806,201,927.974141
216.05548,201,928.458056
178.05122,201,928.458145
175.95338,201,928.458181
176.66508,201,928.458211
224.58167,201,928.458238
175.91756,201,928.458265
201.42732,201,928.45829
223.75743,201,928.458316
229.71828,201,928.458342
200.71495,201,928.458367
223.97183,201,928.458392
229.91545,201,928.458417
206.97728,201,928.947387
218.43857,201,928.947482
217.40282,201,928.947519
216.5538,201,928.947549
175.86115,201,928.947576
222.81131,201,928.947603
221.7934,201,928.947628
214.29668,201,928.947654
178.61407,201,928.947679
212.10722,201,928.947705
179.57637,201,928.94773
214.95958,201,928.947755
207.79512,201,929.430538
223.94363,201,929.430627
233.2974,201,929.430667
237.14044,201,929.430698
229.6345,201,929.430726
230.31433,201,929.430752
210.15472,201,929.430778
223.86743,201,929.430804
178.81598,201,929.43083
175.65184,201,929.430865
218.55237,201,929.430891
229.1793,201,929.430916
215.38696,201,929.91827
215.12079,201,929.918361
230.88774,201,929.918401
234.86171,201,929.918432
176.38432,201,929.91846
225.93185,201,929.918487
212.73557,201,929.918514
221.71292,201,929.91854
230.94829,201,929.918566
174.5446,201,929.918592
217.25887,201,929.918617
215.5662,201,929.918642
222.89969,201,930.403656
227.50462,201,930.403746
180.41599,201,930.403786
175.92227,201,930.403816
223.25917,201,930.403844
176.14369,201,930.403875
173.83154,201,930.403903
177.12155,201,930.403928
176.20335,201,930.403954
221.09732,201,930.403979
241.82436,201,930.404004
215.91667,201,930.404029
239.36299,201,930.885272
221.52654,201,930.885362
222.79253,201,930.885397
214.58472,201,930.885426
239.49454,201,930.885453
173.52716,201,930.885479
217.97598,201,930.885505
177.13174,201,930.88553
238.16725,201,930.885555
176.5842,201,930.88558
225.31439,201,930.885606
215.09032,201,930.885631
179.0091,201,931.369323
211.29149,201,931.369412
211.09813,201,931.369451
204.7408,201,931.369482
239.01259,201,931.369511
223.26115,201,931.369539
231.94188,201,931.369566
221.83241,201,931.369593
230.64796,201,931.369619
227.744,201,931.369645
173.86896,201,931.36967
221.8025,201,931.369697
209.4058,201,931.852619
216.38422,201,931.85271
220.8575,201,931.852749
236.95879,201,931.85278
229.56049,201,931.852808
218.39343,201,931.852835
232.23419,201,931.852862
211.3427,201,931.852888
178.4506,201,931.852914
221.05858,201,931.85294
243.81656,201,931.852965
175.54422,201,931.852991
178.5253,201,932.339144
239.96622,201,932.339233
226.34302,201,932.339273
176.60603,201,932.339303
213.46762,201,932.33933
232.43753,201,932.339357
174.63733,201,932.339383
233.00368,201,932.339408
229.3208,201,932.339434
226.47134,201,932.339459
219.30658,201,932.339484
225.2535,201,932.339509
175.53593,201,954.477603
228.77283,201,954.477697
221.34528,201,954.477737
224.2379,201,954.477768
176.90361,201,954.477796
216.65498,201,954.477823
217.73705,201,954.47785
228.80078,201,954.477877
175.39091,201,954.477903
237.31773,201,954.477929
173.84364,201,954.477955
179.21509,201,954.477981
219.55,201,954.962134
222.39317,201,954.962227
210.2829,201,954.962266
176.35205,201,954.962296
218.2444,201,954.962323
223.65215,201,954.96235
215.52768,201,954.962376
214.65984,201,954.962401
216.21852,201,954.962427
179.72636,201,954.962452
220.35349,201,954.962477
177.45522,201,954.962503
178.53653,201,955.441428
223.2123,201,955.44152
216.35521,201,955.441558
230.11893,201,955.441589
174.28249,201,955.441617
173.82962,201,955.441643
204.99794,201,955.44167
219.97127,201,955.441695
222.36548,201,955.441721
223.81064,201,955.441746
205.57967,201,955.441772
229.2804,201,955.441797
174.12148,201,955.927434
178.57683,201,955.927524
231.7384,201,955.927559
201.88765,201,955.927587
210.37596,201,955.927614
224.81673,201,955.92764
219.77693,201,955.927667
216.44037,201,955.927693
213.06836,201,955.927718
229.10806,201,955.927744
200.20303,201,955.927769
220.48135,201,955.927795
224.04756,201,956.409362
205.29385,201,956.409451
199.56314,201,956.409486
178.46309,201,956.409514
213.72241,201,956.409541
217.40254,201,956.409567
175.64651,201,956.409592
224.3976,201,956.409618
216.32077,201,956.409644
214.94066,201,956.409669
234.38322,201,956.409694
222.79716,201,956.409719
238.82837,201,956.930451
201.1452,201,956.93054
219.7748,201,956.930575
221.41019,201,956.930604
228.78174,201,956.930631
176.07466,201,956.930657
220.94783,201,956.930683
178.77388,201,956.930709
221.30084,201,956.930735
221.8888,201,956.93076
217.38358,201,956.930786
212.1472,201,956.930812
217.35939,201,957.424456
220.64487,201,957.424545
221.56247,201,957.424579
221.57172,201,957.424608
226.46686,201,957.424635
211.18172,201,957.424661
214.23935,201,957.424686
203.15958,201,957.424712
212.11041,201,957.424737
224.21732,201,957.424762
174.37085,201,957.424788
209.70859,201,957.424813
175.34727,201,957.909831
225.20247,201,957.909922
179.49298,201,957.909958
239.52998,201,957.909985
179.87679,201,957.910012
226.60779,201,957.910037
229.96861,201,957.910063
214.16933,201,957.910088
175.85344,201,957.910117
213.61555,201,957.910143
179.64656,201,957.910168
217.79341,201,957.910193
234.24284,201,958.397329
201.84752,201,958.397421
228.64171,201,958.397456
231.3818,201,958.397485
176.15926,201,958.397512
215.93237,201,958.397538
176.42162,201,958.397564
177.88438,201,958.397589
174.28992,201,958.397633
176.70686,201,958.397658
233.18936,201,958.39768
212.01768,201,958.397702
214.75665,201,958.899657
220.2551,201,958.899752
202.65175,201,958.89979
222.68222,201,958.899819
223.8032,201,958.899846
228.14989,201,958.899871
230.28114,201,958.899897
212.59724,201,958.899922
220.57637,201,958.899947
229.22116,201,958.899971
179.29984,201,958.899996
179.45015,201,958.900021
232.87941,201,959.386988
223.05579,201,959.387078
211.50917,201,959.387116
176.24965,201,959.387146
213.08998,201,959.387174
219.00632,201,959.387201
206.434,201,959.387228
215.1366,201,959.387255
175.46065,201,959.387281
176.51671,201,959.387307
233.20212,201,959.387333
173.62518,201,959.387359
206.55075,201,959.875458
229.97118,201,959.875546
206.01874,201,959.87558
221.60637,201,959.875609
178.42845,201,959.875636
177.44772,201,959.875662
222.52196,201,959.875687
231.30453,201,959.875712
209.01216,201,959.875738
230.89345,201,959.875762
232.12057,201,959.875787
237.76735,201,959.875812
214.22943,201,960.362636
218.025,201,960.362724
177.29468,201,960.362759
219.5839,201,960.362787
174.4753,201,960.362814
240.00424,201,960.36284
213.91441,201,960.362866
212.76024,201,960.362891
178.4355,201,960.362916
223.47049,201,960.362941
230.12585,201,960.362966
209.39384,201,960.362991
232.09813,201,960.854774
215.77934,201,960.854862
221.23994,201,960.8549
239.2265,201,960.85493
177.1361,201,960.854957
236.93968,201,960.854983
204.34088,201,960.855009
213.0213,201,960.855035
174.94237,201,960.855061
225.96675,201,960.855086
222.43889,201,960.855112
176.59009,201,960.855137
238.84253,201,961.3411
229.78813,201,961.341192
226.44499,201,961.34123
222.21156,201,961.34126
217.48997,201,961.341287
173.5351,201,961.341314
205.8787,201,961.34134
217.34233,201,961.341366
215.52702,201,961.341392
231.17906,201,961.341417
226.88486,201,961.341443
214.79924,201,961.341468
212.3756,201,961.826783
176.98282,201,961.826872
174.58267,201,961.826912
222.32913,201,961.826942
182.79099,201,961.82697
230.03114,201,961.826997
173.47609,201,961.827023
210.17384,201,961.82705
223.45093,201,961.827076
175.97441,201,961.827102
211.26378,201,961.827127
208.98479,201,961.827153
209.48347,201,962.311044
216.67712,201,962.311126
216.20853,201,962.311165
175.78462,201,962.311195
214.24718,201,962.311223
236.20067,201,962.31125
214.18588,201,962.311276
180.48462,201,962.311302
175.49329,201,962.311327
208.61797,201,962.311353
242.5573,201,962.311378
218.32324,201,962.311403
175.87454,201,962.798097
207.73196,201,962.798185
230.15482,201,962.798224
224.83089,201,962.798254
222.68552,201,962.798282
208.84119,201,962.798309
214.48978,201,962.798335
222.70697,201,962.798361
216.53023,201,962.798386
234.13083,201,962.798411
213.91083,201,962.798436
223.38046,201,962.798461
174.06964,201,963.278769
176.42862,201,963.278858
177.11513,201,963.278893
175.68265,201,963.278922
224.10858,201,963.278948
178.27971,201,963.278974
176.74368,201,963.278999
179.68063,201,963.279024
176.81091,201,963.27905
211.36728,201,963.279075
229.58554,201,963.2791
175.37103,201,963.279125
211.39592,201,963.756815
223.09383,201,963.756905
212.2605,201,963.756944
175.069,201,963.756974
173.53976,201,963.757002
179.77841,201,963.757028
174.56198,201,963.757055
176.2168,201,963.757081
209.2404,201,963.757106
235.0296,201,963.757132
179.22,201,963.757157
217.90352,201,963.757182
233.59984,201,964.240212
222.83801,201,964.240301
175.35547,201,964.240337
221.56235,201,964.240366
223.29947,201,964.240393
178.03004,201,964.240419
220.07784,201,964.240444
180.09438,201,964.24047
222.27016,201,964.240495
211.43216,201,964.24052
225.10127,201,964.240546
178.78886,201,964.240571
174.8865,201,964.737128
232.53058,201,964.737215
206.62921,201,964.73725
238.00996,201,964.737278
239.82857,201,964.737306
208.72386,201,964.737333
178.46848,201,964.737358
229.67336,201,964.737384
208.19727,201,964.737409
229.39331,201,964.737434
209.99063,201,964.73746
218.39447,201,964.737485
176.17955,201,965.230726
225.06537,201,965.230818
212.36227,201,965.230858
180.54619,201,965.230888
229.86998,201,965.230916
179.36385,201,965.230943
208.71251,201,965.230969
208.10974,201,965.230995
222.5532,201,965.231022
229.1161,201,965.231048
231.87022,201,965.231074
207.9206,201,965.2311
177.37157,201,965.71803
174.13367,201,965.718121
224.21214,201,965.71816
178.00215,201,965.718189
240.84671,201,965.718216
212.17426,201,965.718242
238.43309,201,965.718267
179.61562,201,965.718293
201.40915,201,965.718318
178.2434,201,965.718343
226.52461,201,965.718368
176.05531,201,965.718394
215.76646,201,966.205445
231.35826,201,966.205536
230.40039,201,966.205576
234.48082,201,966.205605
217.77116,201,966.205633
214.78632,201,966.20566
214.15169,201,966.205686
232.86015,201,966.205711
213.48274,201,966.205736
177.0396,201,966.205762
178.79906,201,966.205787
211.06436,201,966.205812
208.9671,201,966.692111
179.27031,201,966.692201
201.7087,201,966.692235
224.50061,201,966.692263
177.03514,201,966.692289
205.04999,201,966.692315
205.1128,201,966.69234
205.28459,201,966.692365
176.91501,201,966.69239
228.94316,201,966.692415
219.70352,201,966.692439
212.64868,201,966.692464
222.50491,201,967.210403
217.40819,201,967.210493
223.99289,201,967.210531
238.4265,201,967.21056
239.59818,201,967.210588
236.49013,201,967.210614
209.90007,201,967.210641
179.33467,201,967.210666
175.24329,201,967.210692
208.66766,201,967.210717
215.95517,201,967.210742
215.86926,201,967.210768
176.49792,201,967.695682
231.30214,201,967.69577
225.80602,201,967.69581
243.0992,201,967.69584
214.85587,201,967.695868
216.97763,201,967.695895
210.06981,201,967.695922
239.29471,201,967.695949
216.78925,201,967.695975
223.64778,201,967.696001
176.29501,201,967.696026
219.62471,201,967.696052
224.51622,201,968.180839
238.96411,201,968.180928
224.79584,201,968.180962
237.10974,201,968.18099
173.62802,201,968.181017
210.30077,201,968.181043
222.35152,201,968.181068
220.02953,201,968.181094
230.63448,201,968.181119
205.79108,201,968.181144
223.01994,201,968.181169
229.20811,201,968.181194
177.87515,201,968.661496
175.22017,201,968.661588
218.77826,201,968.661626
218.81499,201,968.661655
175.71085,201,968.661682
214.80237,201,968.661708
175.36818,201,968.661734
177.88159,201,968.661759
173.51315,201,968.661784
178.39195,201,968.661809
207.81995,201,968.661834
176.47592,201,968.661859
222.4002,201,969.152486
225.98384,201,969.152575
224.42769,201,969.15261
175.6052,201,969.152638
180.58023,201,969.152664
239.99591,201,969.152691
213.57187,201,969.152716
180.98582,201,969.152741
231.18806,201,969.152766
212.43341,201,969.152791
209.39818,201,969.152816
206.67673,201,969.152841
221.47215,201,969.638007
239.37245,201,969.638097
215.6621,201,969.638131
219.3599,201,969.63816
222.66943,201,969.638187
176.15356,201,969.638213
218.22704,201,969.638239
176.46971,201,969.638264
229.48856,201,969.638289
206.12506,201,969.638314
223.14632,201,969.638339
176.943,201,969.638364
217.89679,201,970.127481
177.4211,201,970.12757
223.54657,201,970.127609
175.2234,201,970.127639
177.40962,201,970.127667
208.75876,201,970.127693
236.45158,201,970.127719
219.89037,201,970.127745
222.44385,201,970.127771
231.95775,201,970.127797
233.10141,201,970.127822
230.01895,201,970.127848
175.02483,201,970.623905
215.03067,201,970.623995
201.44437,201,970.624034
215.41824,201,970.624063
229.68626,201,970.624091
238.56743,201,970.624118
242.13127,201,970.624144
208.55446,201,970.62417
178.82628,201,970.624196
206.43314,201,970.624222
217.89299,201,970.624247
231.37555,201,970.624272
220.35603,201,971.11172
221.79134,201,971.11181
223.73155,201,971.111849
176.43481,201,971.111879
221.9029,201,971.111907
212.17982,201,971.111934
208.45267,201,971.11196
223.94298,201,971.111986
176.79335,201,971.112013
226.94899,201,971.112039
208.59111,201,971.112065
215.45796,201,971.11209
211.04082,201,971.594727
178.09366,201,971.594815
213.05812,201,971.59485
229.59682,201,971.594882
218.63646,201,971.594911
217.95834,201,971.594937
213.77748,201,971.594963
175.83833,201,971.594988
207.28078,201,971.595014
236.02011,201,971.595039
177.8205,201,971.595065
210.36514,201,971.59509
215.78546,201,972.08089
233.02414,201,972.08098
219.33034,201,972.081014
220.82365,201,972.081042
215.43817,201,972.081068
175.60324,201,972.081095
234.76175,201,972.08112
174.7796,201,972.081145
240.35966,201,972.08117
178.17816,201,972.081195
175.54094,201,972.08122
180.1242,201,972.081245
207.9352,201,972.564551
218.05824,201,972.56464
211.38748,201,972.56468
176.29742,201,972.564711
177.02132,201,972.564739
178.78941,201,972.564766
176.59062,201,972.564792
201.96863,201,972.564818
179.24486,201,972.564843
230.1795,201,972.564869
215.28717,201,972.564894
218.52919,201,972.564919
177.76938,201,973.048189
173.63109,201,973.048277
209.52902,201,973.048312
224.95212,201,973.04834
209.0977,201,973.048366
175.74872,201,973.048392
205.70096,201,973.048418
209.49988,201,973.048443
180.78078,201,973.048468
223.24014,201,973.048493
174.94577,201,973.048519
212.1201,201,973.048544
178.07619,201,973.537077
210.83575,201,973.537168
231.7453,201,973.53721
