# {"t_start": 1574979765.983704} 
r,l,t
203.67525,201,1540.518095
177.89589,201,1540.518121
173.55185,201,1540.518146
224.07289,201,1540.518171
237.01445,201,1540.518196
223.35336,201,1541.026721
176.05647,201,1541.026809
177.73068,201,1541.026844
174.57643,201,1541.026873
222.8678,201,1541.0269
177.17645,201,1541.026926
222.59637,201,1541.026952
175.19214,201,1541.026978
233.85143,201,1541.027003
222.29015,201,1541.027029
176.44452,201,1541.027054
209.14914,201,1541.027079
222.56615,201,1541.517323
174.70575,201,1541.517413
173.90138,201,1541.517452
177.22298,201,1541.517483
177.88206,201,1541.517511
234.5209,201,1541.517537
208.17369,201,1541.517564
228.5856,201,1541.51759
179.59665,201,1541.517616
221.16907,201,1541.517641
215.74588,201,1541.517667
176.25037,201,1541.517692
225.12619,201,1542.005089
180.23262,201,1542.005179
222.72606,201,1542.005214
215.66054,201,1542.005242
176.662,201,1542.005269
216.3508,201,1542.005295
223.90558,201,1542.005321
233.06201,201,1542.005346
223.73541,201,1542.005371
175.14653,201,1542.005397
222.20326,201,1542.005422
176.90057,201,1542.005448
225.74321,201,1542.48953
230.45595,201,1542.48962
216.51598,201,1542.489659
210.36568,201,1542.489689
213.88222,201,1542.489718
207.18942,201,1542.489751
225.10855,201,1542.489779
230.177,201,1542.489806
227.7416,201,1542.489832
240.27376,201,1542.489859
178.00504,201,1542.489885
216.28975,201,1542.489911
232.2017,201,1542.973672
239.30763,201,1542.973761
230.57834,201,1542.973797
180.86528,201,1542.973826
221.07018,201,1542.973852
238.40932,201,1542.973879
201.15475,201,1542.973905
213.4586,201,1542.97393
239.04738,201,1542.973956
217.70673,201,1542.973981
223.4668,201,1542.974006
180.85371,201,1542.974031
234.67587,201,1543.454653
173.58029,201,1543.454744
178.44629,201,1543.454782
178.01028,201,1543.454812
229.83685,201,1543.454839
177.14081,201,1543.454865
217.69334,201,1543.454892
237.27438,201,1543.454917
201.54985,201,1543.454943
175.26212,201,1543.454968
175.38945,201,1543.454993
230.48337,201,1543.455018
175.59698,201,1543.93848
232.51836,201,1543.938569
177.66422,201,1543.938609
223.41618,201,1543.938639
224.11998,201,1543.938666
214.37651,201,1543.938692
221.35454,201,1543.938718
213.20656,201,1543.938745
215.16908,201,1543.938771
222.67473,201,1543.938796
221.47049,201,1543.938822
211.38503,201,1543.938848
216.75502,201,1544.423268
223.7736,201,1544.423358
213.48659,201,1544.423396
175.9202,201,1544.423426
242.1682,201,1544.423454
237.85538,201,1544.42348
174.00957,201,1544.423507
222.29726,201,1544.423533
173.99338,201,1544.423559
213.76761,201,1544.423584
182.74638,201,1544.42361
231.27954,201,1544.423636
220.57089,201,1544.907939
207.25351,201,1544.908029
220.98346,201,1544.908067
220.17369,201,1544.908097
176.50275,201,1544.908125
204.1639,201,1544.908153
210.69739,201,1544.90818
217.36479,201,1544.908206
175.56827,201,1544.908232
214.00153,201,1544.908258
212.4898,201,1544.908284
177.91493,201,1544.908309
214.87474,201,1545.39321
174.76955,201,1545.393301
226.20833,201,1545.393342
239.86273,201,1545.393372
184.00003,201,1545.3934
222.13577,201,1545.393427
226.06473,201,1545.393454
206.40326,201,1545.39348
176.81793,201,1545.393507
232.87392,201,1545.393533
208.73021,201,1545.393558
207.34435,201,1545.393584
175.78154,201,1545.877673
203.14749,201,1545.877762
178.28967,201,1545.877797
211.67726,201,1545.877826
221.35303,201,1545.877853
222.24484,201,1545.877879
223.16211,201,1545.877905
209.5735,201,1545.87793
235.24341,201,1545.877955
228.75381,201,1545.877981
178.16638,201,1545.878006
222.68387,201,1545.878031
179.75282,201,1546.36809
221.98138,201,1546.368179
221.34952,201,1546.368214
231.4527,201,1546.368242
218.5955,201,1546.368269
226.53284,201,1546.368295
229.07928,201,1546.36832
215.37181,201,1546.368346
228.32933,201,1546.368371
235.50179,201,1546.368396
220.72624,201,1546.368422
178.0105,201,1546.368446
226.54333,201,1546.856496
174.15308,201,1546.856587
220.51927,201,1546.856626
219.55092,201,1546.856656
205.02689,201,1546.856684
230.42085,201,1546.856711
177.58629,201,1546.856737
179.07065,201,1546.856763
224.1943,201,1546.856788
214.252,201,1546.856814
173.66483,201,1546.856839
175.34344,201,1546.856864
179.0321,201,1547.342927
223.02158,201,1547.343017
217.49655,201,1547.343056
233.29915,201,1547.343086
174.80165,201,1547.343114
222.86131,201,1547.343141
175.86078,201,1547.343167
180.90538,201,1547.343193
211.06215,201,1547.343219
177.5646,201,1547.343244
215.62999,201,1547.34327
233.37186,201,1547.343296
209.03561,201,1547.826702
232.92902,201,1547.826794
220.92114,201,1547.826833
217.45195,201,1547.826863
215.63544,201,1547.826892
178.13495,201,1547.826918
224.39432,201,1547.826945
210.45883,201,1547.826971
212.97029,201,1547.826997
178.00668,201,1547.827023
218.89252,201,1547.827049
212.55403,201,1547.827075
222.70029,201,1548.313423
220.49416,201,1548.313513
180.219,201,1548.313548
230.47495,201,1548.313577
232.34882,201,1548.313604
212.52373,201,1548.31363
229.66037,201,1548.313656
237.27132,201,1548.313681
231.49321,201,1548.313707
175.58977,201,1548.313733
174.87383,201,1548.313758
225.28658,201,1548.313783
233.21985,201,1548.797397
176.65999,201,1548.797488
228.3282,201,1548.797531
208.90009,201,1548.797562
213.13991,201,1548.797591
231.53276,201,1548.797617
176.68701,201,1548.797644
215.98148,201,1548.79767
175.85641,201,1548.797697
207.69572,201,1548.797724
223.75224,201,1548.79775
229.48102,201,1548.797775
179.43936,201,1549.27676
174.28448,201,1549.27685
211.62798,201,1549.276889
177.5381,201,1549.276919
231.72202,201,1549.276947
209.24547,201,1549.276975
219.68456,201,1549.277002
175.98048,201,1549.277028
178.32426,201,1549.277054
221.74692,201,1549.27708
200.86273,201,1549.277106
236.31747,201,1549.277132
175.56071,201,1549.763087
225.0145,201,1549.763177
174.59993,201,1549.763216
226.96089,201,1549.763247
210.77412,201,1549.763275
221.92366,201,1549.763302
241.31218,201,1549.763329
238.38911,201,1549.763355
213.71292,201,1549.763381
216.34427,201,1549.763407
180.88474,201,1549.763433
176.59525,201,1549.763459
223.77899,201,1550.254844
223.63106,201,1550.254933
178.21896,201,1550.254969
213.37488,201,1550.254998
211.06058,201,1550.255026
241.52226,201,1550.255052
182.40735,201,1550.255078
223.94885,201,1550.255104
235.01208,201,1550.25513
225.09718,201,1550.255155
222.55762,201,1550.255181
177.96484,201,1550.255206
178.31128,201,1550.740006
210.14801,201,1550.740097
223.85136,201,1550.740136
222.35902,201,1550.740167
223.38158,201,1550.740194
230.5185,201,1550.740221
210.5415,201,1550.740248
216.66115,201,1550.740273
220.97205,201,1550.740299
214.31712,201,1550.740325
175.99182,201,1550.74035
180.7921,201,1550.740376
178.8563,201,1551.25003
174.35143,201,1551.250106
174.71912,201,1551.250141
200.52519,201,1551.250169
220.93642,201,1551.250196
209.92023,201,1551.250222
178.1988,201,1551.250248
173.9803,201,1551.250273
213.97748,201,1551.250299
178.12053,201,1551.250324
209.38869,201,1551.250349
177.69327,201,1551.250375
177.6739,201,1551.736541
173.93141,201,1551.736631
178.52415,201,1551.73667
229.03365,201,1551.7367
223.13622,201,1551.736728
240.57275,201,1551.736754
175.22664,201,1551.736781
173.50612,201,1551.736807
228.95372,201,1551.736833
173.88193,201,1551.736858
223.32932,201,1551.736883
209.03636,201,1551.736908
173.5351,201,1552.223298
230.09872,201,1552.223387
200.22804,201,1552.223427
227.47954,201,1552.223458
213.272,201,1552.223487
175.4155,201,1552.223514
236.54565,201,1552.223541
179.18623,201,1552.223567
177.35051,201,1552.223593
217.15977,201,1552.223619
226.49367,201,1552.223645
224.34467,201,1552.22367
175.91199,201,1552.705608
178.81755,201,1552.705698
229.29834,201,1552.705733
224.19016,201,1552.705762
211.27707,201,1552.705789
223.73491,201,1552.705815
204.59988,201,1552.705841
176.99193,201,1552.705867
174.61478,201,1552.705893
208.60889,201,1552.705918
206.09406,201,1552.705943
178.53995,201,1552.705969
213.97978,201,1553.18931
224.44902,201,1553.1894
179.02968,201,1553.189437
240.1308,201,1553.189467
175.99663,201,1553.189494
210.94778,201,1553.189521
208.37526,201,1553.189547
216.4567,201,1553.189573
237.60649,201,1553.189599
221.29709,201,1553.189625
213.15988,201,1553.18965
208.42136,201,1553.189676
180.97304,201,1553.676759
179.92331,201,1553.67685
212.25352,201,1553.676889
229.62491,201,1553.676919
235.68626,201,1553.676947
208.20877,201,1553.676974
208.38829,201,1553.677
210.9851,201,1553.677026
214.25984,201,1553.677053
218.53453,201,1553.677079
216.82321,201,1553.677104
173.98125,201,1553.67713
177.24872,201,1554.164794
224.19673,201,1554.164884
228.6439,201,1554.164922
242.08556,201,1554.164952
174.65945,201,1554.164981
210.99797,201,1554.165007
217.58426,201,1554.165033
182.14313,201,1554.165059
223.47935,201,1554.165084
217.0315,201,1554.16511
174.72818,201,1554.165136
176.10428,201,1554.165161
224.42902,201,1554.649803
176.3543,201,1554.64989
220.1846,201,1554.649925
233.6038,201,1554.649953
229.24675,201,1554.649979
241.10005,201,1554.650005
225.54842,201,1554.65003
231.334,201,1554.650055
204.66112,201,1554.65008
209.47527,201,1554.650105
241.59602,201,1554.65013
220.55026,201,1554.650155
216.6863,201,1555.126742
212.00392,201,1555.126825
223.23505,201,1555.126856
174.16704,201,1555.126881
177.43425,201,1555.126904
225.2454,201,1555.126927
214.08475,201,1555.126949
175.47153,201,1555.12697
175.92749,201,1555.126992
180.82985,201,1555.127014
216.58916,201,1555.127035
209.99034,201,1555.127057
175.55203,201,1555.62803
181.5791,201,1555.628111
174.10532,201,1555.628142
205.0631,201,1555.628167
220.70003,201,1555.62819
219.18553,201,1555.628213
229.00378,201,1555.628235
221.00473,201,1555.628257
175.93843,201,1555.628278
174.33855,201,1555.6283
200.5789,201,1555.628322
208.79143,201,1555.628343
214.18372,201,1556.118474
221.20244,201,1556.118556
214.77829,201,1556.118586
238.68298,201,1556.118611
202.45752,201,1556.118634
215.78816,201,1556.118657
177.25877,201,1556.118679
227.68661,201,1556.118701
174.34314,201,1556.118722
175.60501,201,1556.118744
231.54124,201,1556.118766
223.33588,201,1556.118787
206.17654,201,1556.602841
175.39877,201,1556.602926
221.14206,201,1556.602961
231.25168,201,1556.602987
239.86548,201,1556.603011
215.63638,201,1556.603035
226.14755,201,1556.603058
219.28828,201,1556.603081
239.17253,201,1556.603103
217.9474,201,1556.603126
235.1648,201,1556.603148
215.47585,201,1556.60317
210.67465,201,1557.088736
228.88083,201,1557.08882
221.4743,201,1557.088856
177.50822,201,1557.088882
209.22424,201,1557.088906
211.71341,201,1557.088929
179.28975,201,1557.088952
220.46944,201,1557.088975
181.81902,201,1557.088997
204.73236,201,1557.089019
219.34946,201,1557.089041
225.90385,201,1557.089062
180.82996,201,1557.574703
211.97983,201,1557.574784
223.94495,201,1557.574816
214.71362,201,1557.574841
217.50398,201,1557.574864
217.81076,201,1557.574886
213.43697,201,1557.574908
208.92328,201,1557.57493
215.66019,201,1557.574952
177.64507,201,1557.574973
213.87485,201,1557.574995
208.38574,201,1557.575016
178.76564,201,1558.056826
175.68614,201,1558.05691
178.63832,201,1558.056945
180.73828,201,1558.056971
210.19987,201,1558.056996
210.72267,201,1558.057019
241.36441,201,1558.057042
226.31929,201,1558.057065
173.5351,201,1558.057089
224.16156,201,1558.057112
223.8409,201,1558.057134
231.15393,201,1558.057157
212.33046,201,1558.540093
230.20291,201,1558.540176
222.08592,201,1558.54021
176.1353,201,1558.540236
177.36559,201,1558.54026
232.23077,201,1558.540283
202.11302,201,1558.540306
214.8285,201,1558.540329
215.20416,201,1558.540351
214.39168,201,1558.540373
221.09421,201,1558.540395
219.43733,201,1558.540417
229.23457,201,1559.039767
177.0618,201,1559.039865
224.84071,201,1559.039912
203.93036,201,1559.039955
227.65665,201,1559.039988
206.98767,201,1559.040018
214.69077,201,1559.040046
236.60852,201,1559.040075
209.17462,201,1559.040103
180.7113,201,1559.04013
224.4745,201,1559.040157
218.8574,201,1559.040184
202.8131,201,1559.527534
210.32126,201,1559.527623
224.04393,201,1559.527658
175.48053,201,1559.527686
177.49638,201,1559.527713
175.08055,201,1559.527739
203.25395,201,1559.527765
229.91287,201,1559.52779
221.8736,201,1559.527816
221.37198,201,1559.527842
241.01872,201,1559.527867
229.15497,201,1559.527893
174.82245,201,1560.00882
178.1636,201,1560.00891
209.26022,201,1560.00895
211.00163,201,1560.00898
223.75772,201,1560.009009
225.75896,201,1560.009036
228.89777,201,1560.009063
243.2834,201,1560.009089
213.67241,201,1560.009115
220.32285,201,1560.00914
177.91066,201,1560.009166
227.15727,201,1560.009191
215.99098,201,1560.500207
180.3219,201,1560.500298
209.69023,201,1560.500338
232.10843,201,1560.500367
179.3729,201,1560.500395
225.5096,201,1560.500422
210.5171,201,1560.500448
226.59818,201,1560.500473
237.0001,201,1560.500499
177.0507,201,1560.500525
215.45891,201,1560.500551
228.01341,201,1560.500576
225.15582,201,1560.994572
209.37817,201,1560.994661
230.90886,201,1560.994696
177.66762,201,1560.994724
214.49104,201,1560.994751
213.89621,201,1560.994777
233.4156,201,1560.994803
215.73404,201,1560.994828
219.69814,201,1560.994853
210.28714,201,1560.994882
212.34146,201,1560.994909
175.58064,201,1560.994935
177.11267,201,1561.519855
209.26442,201,1561.519945
217.38632,201,1561.519983
174.33249,201,1561.520013
200.78297,201,1561.520041
176.23541,201,1561.520068
201.11838,201,1561.520094
230.60178,201,1561.52012
212.02235,201,1561.520146
208.67448,201,1561.520172
223.88393,201,1561.520197
211.58884,201,1561.520223
230.37929,201,1562.020219
209.92407,201,1562.020306
222.17732,201,1562.02034
231.65994,201,1562.020369
177.88211,201,1562.020395
173.49669,201,1562.020421
175.85432,201,1562.020447
215.38142,201,1562.020472
210.06851,201,1562.020497
224.04106,201,1562.020522
212.03624,201,1562.020547
180.19101,201,1562.020572
173.82579,201,1562.514454
210.62395,201,1562.514543
210.16547,201,1562.514577
174.41136,201,1562.514605
211.1366,201,1562.514632
180.28311,201,1562.514658
210.88881,201,1562.514683
220.06273,201,1562.514708
207.80904,201,1562.514742
229.19208,201,1562.514768
215.11465,201,1562.514793
240.6448,201,1562.514818
214.43188,201,1563.008098
200.39807,201,1563.008186
220.5665,201,1563.008221
176.54588,201,1563.00825
174.30318,201,1563.008277
229.63696,201,1563.008304
207.94249,201,1563.00833
211.32803,201,1563.008355
209.0793,201,1563.00838
221.31523,201,1563.008405
221.78865,201,1563.008431
213.85944,201,1563.008456
228.3394,201,1563.488452
173.69934,201,1563.488542
225.43063,201,1563.488581
178.00237,201,1563.488612
233.73244,201,1563.48864
179.45184,201,1563.488668
177.78606,201,1563.488695
182.3002,201,1563.488721
213.64621,201,1563.488747
179.43387,201,1563.488773
174.79936,201,1563.488799
176.50363,201,1563.488824
175.95155,201,1563.978988
223.30423,201,1563.979079
220.72125,201,1563.979119
178.47258,201,1563.979149
177.04376,201,1563.979178
176.93925,201,1563.979206
177.32433,201,1563.979232
226.96596,201,1563.979258
212.90671,201,1563.979284
216.16202,201,1563.979309
173.55986,201,1563.979335
218.17813,201,1563.97936
211.85643,201,1564.478509
221.85263,201,1564.478598
205.68224,201,1564.478633
224.39691,201,1564.478662
175.09044,201,1564.478689
216.77127,201,1564.478715
223.4468,201,1564.47874
223.63493,201,1564.478765
227.15079,201,1564.478791
176.44835,201,1564.478816
214.04796,201,1564.478841
227.28816,201,1564.478866
220.27017,201,1564.963104
219.12466,201,1564.963195
179.42683,201,1564.963236
178.10884,201,1564.963266
174.12103,201,1564.963294
218.29695,201,1564.96332
176.66293,201,1564.963347
173.4306,201,1564.963373
231.67955,201,1564.963398
200.94322,201,1564.963424
224.40773,201,1564.963449
183.01585,201,1564.963474
222.29747,201,1565.445056
217.27362,201,1565.445146
228.26639,201,1565.445184
238.39075,201,1565.445213
175.93602,201,1565.445241
213.30359,201,1565.445268
216.4602,201,1565.445294
209.96439,201,1565.445319
175.46577,201,1565.445345
179.65092,201,1565.44537
230.03894,201,1565.445396
209.77893,201,1565.445421
202.13617,201,1565.926859
222.31609,201,1565.926949
218.3111,201,1565.926988
201.37991,201,1565.927018
175.37723,201,1565.927046
214.8676,201,1565.927073
180.32495,201,1565.927098
173.33795,201,1565.927124
230.82535,201,1565.92715
200.03618,201,1565.927175
228.169,201,1565.9272
214.65025,201,1565.927226
201.932,201,1566.412483
223.0994,201,1566.412576
232.44823,201,1566.412614
221.009,201,1566.412644
234.01778,201,1566.412671
215.38211,201,1566.412698
176.27794,201,1566.412724
231.45956,201,1566.412749
202.39993,201,1566.412775
216.57579,201,1566.4128
219.26726,201,1566.412825
176.78514,201,1566.41285
224.9033,201,1566.910376
217.52853,201,1566.910463
175.95221,201,1566.910497
175.61089,201,1566.910526
174.37892,201,1566.910553
177.31311,201,1566.91058
209.6177,201,1566.910605
177.40999,201,1566.910631
177.09337,201,1566.910656
201.7123,201,1566.910682
212.26633,201,1566.910707
213.02913,201,1566.910733
211.697,201,1567.399527
178.41875,201,1567.399617
242.10545,201,1567.399652
232.13387,201,1567.399681
221.72197,201,1567.399708
174.37978,201,1567.399734
212.31773,201,1567.39976
200.20514,201,1567.39979
223.82643,201,1567.399817
240.12976,201,1567.399842
211.97563,201,1567.399867
209.94412,201,1567.399892
228.93617,201,1567.889269
215.96968,201,1567.889359
177.21967,201,1567.889398
232.98413,201,1567.889428
223.65094,201,1567.889456
211.18735,201,1567.889483
206.10216,201,1567.889509
217.04176,201,1567.889536
175.76979,201,1567.889562
227.97118,201,1567.889588
219.04652,201,1567.889614
215.81459,201,1567.88964
210.05568,201,1590.020993
174.47017,201,1590.021093
225.2038,201,1590.021141
217.17526,201,1590.021178
209.66875,201,1590.021208
173.6929,201,1590.021236
219.68735,201,1590.021262
176.03992,201,1590.021288
208.05339,201,1590.021315
175.40381,201,1590.021341
237.7372,201,1590.021367
178.08673,201,1590.021393
226.88065,201,1590.500265
210.1499,201,1590.500356
220.65257,201,1590.500391
174.8164,201,1590.50042
176.9914,201,1590.500447
176.1058,201,1590.500474
212.63426,201,1590.5005
207.96744,201,1590.500526
182.74059,201,1590.500552
230.22324,201,1590.500577
212.08818,201,1590.500603
217.75708,201,1590.500629
223.03325,201,1590.983944
221.23444,201,1590.984036
214.17899,201,1590.984071
221.45633,201,1590.9841
206.62637,201,1590.984127
232.49364,201,1590.984153
221.61748,201,1590.984179
176.11723,201,1590.984205
224.80211,201,1590.98423
234.68517,201,1590.984256
215.65283,201,1590.984281
216.69716,201,1590.984307
239.30353,201,1591.469978
209.9075,201,1591.470068
175.903,201,1591.470108
214.52914,201,1591.470139
223.05658,201,1591.470168
216.4351,201,1591.470196
217.38486,201,1591.470223
214.44371,201,1591.470251
215.79652,201,1591.470278
202.40567,201,1591.470303
222.56506,201,1591.470329
175.866,201,1591.470355
177.98819,201,1591.961708
222.69987,201,1591.961799
176.10611,201,1591.961839
177.17062,201,1591.96187
210.79688,201,1591.961899
215.31122,201,1591.961927
175.68604,201,1591.961953
181.46088,201,1591.96198
228.92465,201,1591.962006
210.77988,201,1591.962032
174.07796,201,1591.962059
218.8375,201,1591.962085
222.66078,201,1592.455251
175.57697,201,1592.455341
176.07806,201,1592.455381
176.92056,201,1592.455412
216.04858,201,1592.45544
175.13522,201,1592.455467
222.56915,201,1592.455494
176.64157,201,1592.45552
227.22014,201,1592.455546
221.51288,201,1592.455572
176.5156,201,1592.455598
173.53465,201,1592.455624
231.55106,201,1592.940415
214.45326,201,1592.940507
222.7588,201,1592.940546
175.43472,201,1592.940577
221.73456,201,1592.940605
177.59308,201,1592.940633
237.65292,201,1592.940659
177.8138,201,1592.940686
216.29845,201,1592.940711
180.19994,201,1592.940738
208.14061,201,1592.940764
235.58806,201,1592.94079
174.73314,201,1593.428287
220.88457,201,1593.428377
234.66573,201,1593.428413
174.50775,201,1593.428441
175.9118,201,1593.428469
238.31056,201,1593.428495
210.86996,201,1593.42852
217.14584,201,1593.428546
176.3762,201,1593.428572
181.06163,201,1593.428597
180.70299,201,1593.428622
233.2376,201,1593.428647
233.40572,201,1593.936969
240.58537,201,1593.93706
237.37529,201,1593.937099
210.73247,201,1593.937129
225.97244,201,1593.937158
228.96284,201,1593.937187
215.589,201,1593.937214
217.23393,201,1593.937241
216.00116,201,1593.937267
230.6224,201,1593.937294
176.33435,201,1593.93732
229.26724,201,1593.937347
205.07396,201,1594.417557
177.84708,201,1594.417647
181.62895,201,1594.417683
218.22292,201,1594.417712
228.17165,201,1594.417739
206.95149,201,1594.417765
174.99823,201,1594.417791
175.39265,201,1594.417817
178.33044,201,1594.417842
210.57999,201,1594.417867
178.37984,201,1594.417892
201.61873,201,1594.417918
209.67094,201,1594.910411
173.84505,201,1594.910503
222.22418,201,1594.910545
221.47171,201,1594.910577
179.38197,201,1594.910608
178.20839,201,1594.910637
238.97183,201,1594.910666
224.76909,201,1594.910695
174.54662,201,1594.910723
214.0663,201,1594.910751
176.70128,201,1594.910778
225.89774,201,1594.910805
223.17097,201,1595.393578
175.46791,201,1595.39367
203.70522,201,1595.393711
211.02481,201,1595.39374
178.97105,201,1595.393772
209.37883,201,1595.3938
174.38333,201,1595.393826
229.33989,201,1595.393852
178.67905,201,1595.393877
223.97269,201,1595.393903
173.53496,201,1595.393928
222.5996,201,1595.393953
180.26263,201,1595.879754
221.08737,201,1595.879844
220.4743,201,1595.879878
180.37027,201,1595.879907
224.02065,201,1595.879934
239.9018,201,1595.87996
223.9742,201,1595.879986
211.27953,201,1595.880012
216.99718,201,1595.880037
175.55925,201,1595.880063
214.58144,201,1595.880088
209.17029,201,1595.880113
223.44077,201,1596.362164
222.0432,201,1596.362255
175.27516,201,1596.362289
232.38185,201,1596.362317
226.85498,201,1596.362344
203.65428,201,1596.362369
228.1205,201,1596.362394
214.01396,201,1596.36242
229.68048,201,1596.362445
174.00073,201,1596.36247
214.86426,201,1596.362495
178.76562,201,1596.36252
217.31796,201,1596.846908
231.985,201,1596.846998
222.835,201,1596.847037
222.69121,201,1596.847068
229.7979,201,1596.847096
225.30606,201,1596.847124
210.54807,201,1596.847151
212.35446,201,1596.847177
215.8659,201,1596.847204
177.14188,201,1596.847229
219.82765,201,1596.847255
176.02914,201,1596.847281
173.23619,201,1597.332743
209.90814,201,1597.332832
234.08577,201,1597.332867
218.0653,201,1597.332896
179.13548,201,1597.332922
232.42493,201,1597.332948
224.39862,201,1597.332973
203.04138,201,1597.332999
222.15938,201,1597.333024
203.40202,201,1597.333049
221.59077,201,1597.333074
208.5025,201,1597.333099
231.96996,201,1597.816074
182.43246,201,1597.816165
216.91997,201,1597.8162
219.63486,201,1597.816229
217.90605,201,1597.816256
227.27324,201,1597.816282
223.48586,201,1597.816308
214.21892,201,1597.816334
175.72086,201,1597.816359
173.52101,201,1597.816384
177.59726,201,1597.81641
239.58214,201,1597.816435
223.61774,201,1598.300379
223.9717,201,1598.300469
178.81223,201,1598.300504
216.34618,201,1598.300533
185.25017,201,1598.300559
219.60208,201,1598.300585
218.44035,201,1598.300611
221.83482,201,1598.300636
177.36076,201,1598.300661
214.05031,201,1598.300686
214.34248,201,1598.300711
174.97195,201,1598.300736
213.52318,201,1598.784131
230.97318,201,1598.784221
218.87627,201,1598.78426
218.33138,201,1598.78429
238.46089,201,1598.784318
207.70189,201,1598.784344
216.31721,201,1598.78437
178.7896,201,1598.784396
215.19511,201,1598.784422
218.4072,201,1598.784447
223.28787,201,1598.784473
216.14903,201,1598.784498
224.35019,201,1599.264253
221.12927,201,1599.264342
231.64708,201,1599.264377
201.76695,201,1599.264406
241.24713,201,1599.264433
173.63893,201,1599.264459
229.8442,201,1599.264485
223.60034,201,1599.26451
208.7647,201,1599.264536
175.85555,201,1599.264561
179.82191,201,1599.264587
176.89275,201,1599.264612
221.1408,201,1599.748668
213.03969,201,1599.748758
173.68974,201,1599.748792
238.972,201,1599.748821
237.98593,201,1599.748847
208.80318,201,1599.748873
176.63887,201,1599.748899
226.92903,201,1599.748924
178.44392,201,1599.748949
175.88216,201,1599.748975
243.09769,201,1599.748999
175.882,201,1599.749025
214.9075,201,1600.231907
216.8607,201,1600.231998
207.76454,201,1600.232035
211.54817,201,1600.232065
212.44003,201,1600.232093
218.00493,201,1600.23212
178.75073,201,1600.232147
217.8748,201,1600.232172
226.6259,201,1600.232198
213.17517,201,1600.232223
223.51505,201,1600.232248
211.86609,201,1600.232274
241.39255,201,1600.719231
237.3513,201,1600.719322
210.64455,201,1600.719363
223.13138,201,1600.719396
177.86736,201,1600.719427
176.76558,201,1600.719457
211.94968,201,1600.719485
210.84525,201,1600.719514
179.49535,201,1600.719542
177.3128,201,1600.719569
181.22313,201,1600.719596
176.82149,201,1600.719623
220.08336,201,1601.205771
218.3486,201,1601.20586
175.5661,201,1601.205894
178.16179,201,1601.205923
174.62901,201,1601.20595
244.50822,201,1601.205976
181.05043,201,1601.206002
211.09619,201,1601.206027
215.37805,201,1601.206053
216.01306,201,1601.206078
222.95912,201,1601.206103
222.07324,201,1601.206128
209.5809,201,1601.696589
231.74077,201,1601.696684
175.12341,201,1601.696725
212.18489,201,1601.696755
175.4354,201,1601.696784
176.57535,201,1601.69681
218.82335,201,1601.696837
232.16954,201,1601.696863
177.7651,201,1601.696889
203.57732,201,1601.696915
218.45442,201,1601.696941
214.99057,201,1601.696967
178.73811,201,1602.184871
176.11281,201,1602.184958
230.20964,201,1602.184996
174.81519,201,1602.185027
220.99362,201,1602.185055
222.37889,201,1602.185082
212.73273,201,1602.185108
212.24167,201,1602.185134
176.80643,201,1602.185161
177.38396,201,1602.185187
216.08856,201,1602.185213
176.90125,201,1602.185238
175.93379,201,1602.696911
176.42726,201,1602.697003
218.01326,201,1602.697042
177.81284,201,1602.697071
223.03851,201,1602.697099
211.73132,201,1602.697125
173.9669,201,1602.697151
174.1464,201,1602.697178
224.60036,201,1602.697203
238.87723,201,1602.697229
225.25056,201,1602.697255
208.46953,201,1602.69728
215.11583,201,1603.188448
222.09268,201,1603.188537
176.97752,201,1603.188572
230.44073,201,1603.1886
178.70064,201,1603.188627
182.29848,201,1603.188653
182.01968,201,1603.188679
174.34624,201,1603.188704
231.58176,201,1603.188729
174.83261,201,1603.188754
178.58061,201,1603.188779
224.20526,201,1603.188804
174.3646,201,1603.675354
180.2802,201,1603.67544
216.9831,201,1603.675475
220.3859,201,1603.675503
218.02197,201,1603.67553
218.76485,201,1603.675556
175.0919,201,1603.675582
174.27885,201,1603.675607
215.86237,201,1603.675632
174.86977,201,1603.675658
220.56284,201,1603.675683
208.74413,201,1603.675708
179.46469,201,1604.155322
205.5317,201,1604.155411
176.0364,201,1604.15545
204.68927,201,1604.15548
211.77576,201,1604.155508
175.4332,201,1604.155536
227.12706,201,1604.155563
176.4696,201,1604.155589
219.87727,201,1604.155614
177.71826,201,1604.15564
217.89925,201,1604.155665
175.99823,201,1604.155691
220.63254,201,1604.640531
222.83472,201,1604.640622
230.48466,201,1604.64066
177.45944,201,1604.64069
199.55919,201,1604.640717
238.12202,201,1604.640744
241.86127,201,1604.64077
221.42963,201,1604.640796
204.30275,201,1604.640821
207.4783,201,1604.640847
213.87854,201,1604.640873
226.60059,201,1604.640898
228.74236,201,1605.131159
216.55498,201,1605.131249
173.55956,201,1605.131287
225.89827,201,1605.131317
223.13345,201,1605.131344
176.22786,201,1605.131371
224.23668,201,1605.131397
180.79004,201,1605.131422
223.98938,201,1605.131448
200.06998,201,1605.131473
223.9553,201,1605.131498
213.70992,201,1605.131523
221.64983,201,1605.617911
230.4689,201,1605.617999
175.35658,201,1605.618034
176.91989,201,1605.618063
176.5053,201,1605.61809
178.91812,201,1605.618117
212.2581,201,1605.618142
211.53943,201,1605.618168
177.72867,201,1605.618193
223.00655,201,1605.618218
232.30122,201,1605.618244
176.28214,201,1605.618269
223.92447,201,1606.104129
229.90157,201,1606.104219
215.2051,201,1606.104258
